identifier,dimension,smiles,bus,elements,ms,nms,mo_formula,csdformula
XIYYEL,3,CNC,[4],"['C', 'O', 'Zn']",['Zn'],"['C', 'O']",Zn2 C6 O12,"(C6 O12 Zn2 2-)n,6n(C2 H8 N1 1+),2n(O4 S1 2-)"
XIZCIS,2,NCCCCCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn3 P3 H1 O12,"(C6 H18 N2 2+)n,n(H1 O12 P3 Zn3 2-),n(H3 B1 O3)"
XIZHET,2,NCCN,[1],"['Mn', 'O', 'P']",['Mn'],"['O', 'P']",Mn4 P6 H6 O24,"(C2 H10 N2 2+)3n,n(H6 Mn4 O24 P6 6-),2n(H2 O4 P1)"
XMOPYC10,0,c1ccncc1,[],"['Cl', 'Mo', 'O']",['Mo'],"['Cl', 'O']",Mo1 H4 Cl2 O4,"2(C5 H6 N1 1+),2(Cl1 1-),H4 Cl2 Mo1 O4"
XOCLAD,0,NCCNCCN,[1],"['Mo', 'Ni', 'O', 'P']","['Mo', 'Ni']","['O', 'P']",Ni1 Mo12 P8 H20 O62,"2(C4 H14 N3 1+),H20 Mo12 Ni1 O62 P8 2-,2(C4 H13 N3),8(H2 O1)"
XODXIZ,3,N=C(N)N,[7],"['C', 'O', 'Y']",['Y'],"['C', 'O']",Y1 H4 C4 O8,"(C4 H4 O8 Y1 1-)n,n(C1 H6 N3 1+)"
XODYIA,0,Nc1ccncc1,[],"['Cr', 'O']",['Cr'],['O'],Cr2 O7,"2(C5 H7 N2 1+),Cr2 O7 2-"
XOGPAL,0,c1ccc(C2C(c3ccccn3)C(c3ccccn3)C2c2ccccn2)nc1,[],"['Mo', 'O']",['Mo'],['O'],Mo8 O26,"2(C24 H22 N4 2+),Mo8 O26 4-"
XOGPEP,0,c1cc(C2C(c3ccncc3)C(c3ccncc3)C2c2ccncc2)ccn1,[],"['Mo', 'O']",['Mo'],['O'],Mo8 O26,"C24 H24 N4 4+,Mo8 O26 4-"
XOGPIT,0,c1ccc(C2C(c3ccncc3)C(c3ccccn3)C2c2ccncc2)nc1,[],"['Mo', 'O']",['Mo'],['O'],Mo8 O26,"C24 H24 N4 4+,Mo8 O26 4-"
XOJZIF,2,NCCN,"[4, 1]","['C', 'O', 'P', 'V']",['V'],"['C', 'O', 'P']",V2 P2 H2 C2 O14,"(C2 H10 N2 2+)n,n(C2 H2 O14 P2 V2 2-)"
XOJZOL,2,N=C(N)N,"[4, 1]","['C', 'O', 'P', 'V']",['V'],"['C', 'O', 'P']",V2 P2 H2 C2 O14,"(C1 H6 N3 1+)2n,n(C2 H2 O14 P2 V2 2-)"
XOJZUR,0,Nc1ccncc1,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']",Ga4 P4 H8 O21,"2(C5 H7 N2 1+),H8 Ga4 O21 P4 2-"
XOKPEV,0,CNC,[11],"['As', 'Nb', 'O', 'W']","['Nb', 'W']","['As', 'O']",Nb3 As2 W18 O69,"As2 Nb3 O69 W18 9-,9(C2 H8 N1 1+),45(H2 O1)"
XOLMAM,0,c1c[nH]cn1,[10],"['Ce', 'N', 'O']",['Ce'],"['N', 'O']",Ce1 H2 N5 O16,"H2 Ce1 N5 O16,2(C3 H4 N2)"
XOLXOO,0,C1CN2CCC1C2,[],"['O', 'Re']",['Re'],['O'],Re1 O4,"O4 Re1 1-,C6 H12 N1 1+"
XOPGOZ,0,Nc1nc(N)nc(N)n1,[4],"['C', 'O', 'Yb']",['Yb'],"['C', 'O']",Yb1 C8 O16,"6(C3 H7 N6 1+),C8 O16 Yb1 5-,N1 O3 1-,3.65(H2 O1)"
XORCAI,1,NCCN,[1],"['F', 'Ni', 'O', 'P']",['Ni'],"['F', 'O', 'P']",Ni2 P4 H2 O14 F2,"(C2 H10 N2 2+)2n,n(H2 F2 Ni2 O14 P4 4-)"
XORDEN,2,NCCNCCNCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn6 P6 H2 O24,"(C6 H22 N4 4+)n,n(H2 O24 P6 Zn6 4-)"
XOSPEB,3,NCCN,[0],"['In', 'O', 'P']",['In'],"['O', 'P']",In8 P14 H26 O48,"(C2 H10 N2 2+)2n,n(H26 In8 O48 P14 4-),2n(H2 O1)"
XOSPUQ,3,CNCCNC,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn5 P4 H2 O17,"(C4 H14 N2 2+)n,n(H2 O17 P4 Zn5 2-)"
XOSQOL,3,CNC,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn3 P3 H2 O12,"(C2 H8 N1 1+)n,n(H2 O12 P3 Zn3 1-),n(H2 O1)"
XOSQUR,3,CNC,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn8 P6 H4 O26,"(C2 H8 N1 1+)n,n(H3 O1 1+),n(H4 O26 P6 Zn8 2-),n(H2 O1)"
XOTGUI,3,CC(N)CN,"[4, 7]","['C', 'Nd', 'O']",['Nd'],"['C', 'O']",Nd2 H2 C10 O20,"(C3 H12 N2 2+)2n,n(C10 H2 Nd2 O20 4-),2n(H2 O1)"
XOTYEL,1,NCCN,[],"['F', 'O', 'Zr']",['Zr'],"['F', 'O']",Zr1 H2 O2 F3,"(H2 F3 O2 Zr1 1-)n,n(C2 H9 N2 1+)"
XOWKAV,0,NCCN,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo5 P2 H1 O23,"5(C2 H10 N2 2+),2(H1 Mo5 O23 P2 5-),15(H2 O1)"
XOXHEX,2,NCCN,[1],"['O', 'P', 'Zr']",['Zr'],"['O', 'P']",Zr4 P8 O32,"(C2 H10 N2 2+)4n,n(O32 P8 Zr4 8-)"
XOXHIB,2,NCCN,[1],"['O', 'P', 'Ti']",['Ti'],"['O', 'P']",Ti2 P4 H2 O16,"(C2 H10 N2 2+)n,n(H2 O16 P4 Ti2 2-)"
XOXKAW,2,NCCN,[1],"['O', 'P', 'V']",['V'],"['O', 'P']",V4 P6 H4 O28,"(C2 H10 N2 2+)3n,n(H4 O28 P6 V4 6-)"
XOZZES,1,CC1CNCC(C)N1,[],"['Mo', 'O']",['Mo'],['O'],Mo3 O10,"(C6 H16 N2 2+)n,n(Mo3 O10 2-),n(H2 O1)"
XOZZIW,1,CN1CCN(C)CC1,[],"['Mo', 'O']",['Mo'],['O'],Mo8 O26,"(C6 H16 N2 2+)2n,n(Mo8 O26 4-)"
XUDMIS,0,c1ccncc1,[],"['O', 'Re']",['Re'],['O'],Re1 O4,"C5 H6 N1 1+,O4 Re1 1-"
XUGJIU,1,CNC,[10],"['Cr', 'N', 'O', 'U']","['Cr', 'U']","['N', 'O']",U2 Cr2 H2 N2 O19,"(C2 H8 N1 1+)2n,n(H2 Cr2 N2 O19 U2 2-),n(H2 O1)"
XUGMAO,0,CNC,[1],"['O', 'P', 'W', 'Zr']","['W', 'Zr']","['O', 'P']",Zr1 P2 W22 O78,"10(C2 H8 N1 1+),O78 P2 W22 Zr1 10-,10(H2 O1)"
XUGMES,0,CNC,[1],"['O', 'P', 'W', 'Zr']","['W', 'Zr']","['O', 'P']",Zr1 P2 W22 O78,"O78 P2 W22 Zr1 10-,10(C2 H8 N1 1+),10(H2 O1)"
XUJCIP,3,NCCNCCN,[0],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']",Ga5 P8 H10 O26,"(H10 Ga5 O26 P8 3-)n,n(C4 H16 N3 3+),2n(H2 O1)"
XULNAU,2,NCCNCCN,"[12, 1]","['B', 'Fe', 'O', 'P']",['Fe'],"['B', 'O', 'P']",Fe2 B4 P7 H4 O30,"(C4 H16 N3 3+)n,0.5n(C4 H15 N3 2+),n(H4 B4 Fe2 O30 P7 4-)"
XULRIG,0,Cc1ncc[nH]1,[8],"['C', 'O', 'U']",['U'],"['C', 'O']",U1 H9 C6 O8,"C4 H7 N2 1+,C6 H9 O8 U1 1-"
XULROM,0,c1ccc(-c2ncc[nH]2)cc1,[8],"['C', 'O', 'U']",['U'],"['C', 'O']",U1 H9 C6 O8,"C9 H9 N2 1+,C6 H9 O8 U1 1-,H2 O1"
XUNLUP,3,NCCCCCCN,[],"['Ge', 'O']",['Ge'],['O'],Ge33 H4 O74,"(H4 Ge33 O74 12-)n,5(C6 H18 N2 2+),2(H4 N1 1+),H2 O1"
XUPJUP,0,c1cc(CCCc2ccncc2)ccn1,[],"['Al', 'Mo', 'O']","['Al', 'Mo']",['O'],Al1 Mo14 O44,"2(Al1 Mo14 O44 5-),5(C13 H16 N2 2+),4(H2 O1)"
XUQWEL,3,C1CNCCN1,[2],"['La', 'O', 'S']",['La'],"['O', 'S']",La4 H8 S8 O36,"(C4 H12 N2 2+)2n,n(H8 La4 O36 S8 4-)"
XUQWIP,2,NCCN,[2],"['La', 'O', 'S']",['La'],"['O', 'S']",La2 H4 S6 O26,"(C2 H10 N2 2+)3n,n(H4 La2 O26 S6 6-),4n(H2 O1)"
XURCIY,0,Nc1cccc(N)n1,[4],"['C', 'O', 'V']",['V'],"['C', 'O']",V1 C4 O10,"3(C5 H8 N3 1+),C4 O10 V1 3-,2.5(H2 O1)"
XUSJAW,2,C1CN2CCN1CC2,[3],"['O', 'Se', 'V']",['V'],"['O', 'Se']",V2 H2 Se4 O14,"(C6 H14 N2 2+)n,n(H2 O14 Se4 V2 2-),2n(H2 O1)"
XUSJEA,2,NCCN,[3],"['O', 'Se', 'V']",['V'],"['O', 'Se']",V3 Se3 O14,"(C2 H10 N2 2+)n,n(O14 Se3 V3 2-),1.25n(H2 O1)"
XUVGUQ,3,NCCCCCCN,[1],"['F', 'Ga', 'O', 'P', 'Rb']","['Ga', 'Rb']","['F', 'O', 'P']",Rb4 Ga18 P18 H2 O72 F14,"(C6 H18 N2 2+)4n,n(H2 F14 Ga18 O72 P18 Rb4 8-),9n(H2 O1)"
XUWSUD,3,NCCNCCN,[1],"['Ga', 'Mn', 'O', 'P']","['Ga', 'Mn']","['O', 'P']",Mn3 Ga3 P6 H12 O30,"(C4 H16 N3 3+)n,n(H12 Ga3 Mn3 O30 P6 3-)"
XUWTAK,3,NCCNCCN,[1],"['Ga', 'Mn', 'O', 'P']","['Ga', 'Mn']","['O', 'P']",Mn3 Ga3 P6 O24,"(C4 H16 N3 3+)n,n(Ga3 Mn3 O24 P6 3-)"
XUWYUK,2,NC1CCC(N)CC1,[6],"['As', 'F', 'O', 'V']",['V'],"['As', 'F', 'O']",V2 As2 H2 O10 F2,"(C6 H16 N2 2+)n,n(H2 As2 F2 O10 V2 2-)"
XUXHON,0,c1cc(-c2ccncc2)ccn1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo5 P2 H2 O23,"2(C10 H10 N2 2+),H2 Mo5 O23 P2 4-,H2 O1"
XUYLAG,0,Cc1n[nH]c(C)c1Cc1c(C)n[nH]c1C,[],"['Mo', 'O']",['Mo'],['O'],Mo8 O26,"Mo8 O26 4-,2(C11 H18 N4 2+)"
XUYRAK,0,N=C(N)N,[],"['O', 'Pt', 'W']","['Pt', 'W']",['O'],Pt1 W6 O24,"8(C1 H6 N3 1+),O24 Pt1 W6 8-"
XUZFII,2,C1CNCCN1,[2],"['O', 'S', 'Zn']",['Zn'],"['O', 'S']",Zn2 S4 O16,"(C4 H12 N2 2+)2n,n(O16 S4 Zn2 4-)"
XUZMUB,0,CN(C)CCN(C)C,[],"['O', 'V']",['V'],['O'],V10 O28,"3(C6 H18 N2 2+),O28 V10 6-,6(H2 O1)"
YABTIG,0,CC1(N)CCC(N)C1(C)C,[2],"['Fe', 'O', 'S']",['Fe'],"['O', 'S']",Fe1 H8 S2 O12,"C8 H20 N2 2+,H8 Fe1 O12 S2 2-,2(H2 O1)"
YABTOM,0,CC1(N)CCC(N)C1(C)C,[2],"['Co', 'O', 'S']",['Co'],"['O', 'S']",Co1 H8 S2 O12,"C8 H20 N2 2+,H8 Co1 O12 S2 2-,2(H2 O1)"
YABTUS,0,CC1(N)CCC(N)C1(C)C,[2],"['Ni', 'O', 'S']",['Ni'],"['O', 'S']",Ni1 H8 S2 O12,"C8 H20 N2 2+,H8 Ni1 O12 S2 2-,2(H2 O1)"
YABVAA,0,CC1(N)CCC(N)C1(C)C,[2],"['Cu', 'O', 'S']",['Cu'],"['O', 'S']",Cu1 H8 S2 O12,"C8 H20 N2 2+,H8 Cu1 O12 S2 2-,2(H2 O1)"
YABVAB,0,NC1CCCCC1N,[],"['Cr', 'O']",['Cr'],['O'],Cr1 O4,"C6 H16 N2 2+,Cr1 O4 2-"
YABVEE,0,CC1(N)CCC(N)C1(C)C,[2],"['O', 'S', 'Zn']",['Zn'],"['O', 'S']",Zn1 H8 S2 O12,"C8 H20 N2 2+,H8 O12 S2 Zn1 2-,2(H2 O1)"
YABVII,0,CC1(N)CCC(N)C1(C)C,[2],"['Cd', 'O', 'S']",['Cd'],"['O', 'S']",Cd1 H8 S2 O12,"C8 H20 N2 2+,H8 Cd1 O12 S2 2-,2(H2 O1)"
YADDEN,2,c1cc(-c2ccncc2)ccn1,[1],"['O', 'P', 'V']",['V'],"['O', 'P']",V8 P4 O32,"(C10 H10 N2 2+)2n,n(O32 P4 V8 4-)"
YADFIS,0,CNC,[1],"['O', 'P', 'W']",['W'],"['O', 'P']",P1 W12 O40,"3(C2 H8 N1 1+),O40 P1 W12 3-,2(H2 O1)"
YADWIL,0,Nc1ccnc2ncnn12,[4],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']",Cu1 C4 O8,"2(C5 H6 N5 1+),C4 Cu1 O8 2-,2(H2 O1)"
YAGRON,3,C1CN2CCN1CC2,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']",Ga6 P6 H6 O26 F6,"(C6 H14 N2 2+)2n,n(H6 F6 Ga6 O26 P6 4-),n(H2 O1)"
YALPOS,0,CN(C)c1ccccc1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo12 P1 O40,"Mo12 O40 P1 3-,3(C8 H12 N1 1+),3(C2 H6 O1)"
YANVIV,3,CNN,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']",Fe1 H3 C3 O6,"(C1 H7 N2 1+)n,n(C3 H3 Fe1 O6 1-)"
YANWAO,3,CNN,[7],"['C', 'Mg', 'O']",['Mg'],"['C', 'O']",Mg1 H3 C3 O6,"C1 H7 N2 1+,n(C3 H3 Mg1 O6 1-)"
YANWOC,3,CNN,[7],"['C', 'Mn', 'O']",['Mn'],"['C', 'O']",Mn1 H3 C3 O6,"C1 H7 N2 1+,n(C3 H3 Mn1 O6 1-)"
YANXIX,3,CNN,[7],"['C', 'O', 'Zn']",['Zn'],"['C', 'O']",Zn1 H3 C3 O6,"C1 H7 N2 1+,n(C3 H3 O6 Zn1 1-)"
YAPLEH,0,Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N,[],"['Mo', 'O']",['Mo'],['O'],Mo8 O26,"4(C15 H17 N4 1+),Mo8 O26 4-"
YAPNUY,0,c1ccc(-c2ccccn2)nc1,[4],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']",Fe1 H4 C4 O10,"C10 H9 N2 1+,C4 H4 Fe1 O10 1-,H2 O1"
YAQBUN,2,NCCN(CCN)CCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']",Al6 P8 O32,"(C6 H21 N4 3+)2n,n(Al6 O32 P8 6-),2n(H2 O1)"
YAQCEA,2,CC(CN)CCCN,[1],"['In', 'O', 'P']",['In'],"['O', 'P']",In2 P3 H3 O13,"(H3 In2 O13 P3 2-)n,n(C6 H18 N2 2+),n(H2 O1)"
YAQCIE,3,NCCN,[1],"['In', 'O', 'P']",['In'],"['O', 'P']",In3 P6 H6 O24,"(H6 In3 O24 P6 3-)n,n(C2 H10 N2 2+),2n(H2 O1),n(H3 O1 1+)"
YASJAF,3,NCCCCN,[],"['Ge', 'O']",['Ge'],['O'],Ge20 H6 O47,"(H6 Ge20 O47 8-)n,4n(C4 H14 N2 2+),3n(H2 O1)"
YATQIV,0,c1c[nH]cn1,[],"['Cr', 'O']",['Cr'],['O'],Cr2 O7,"C3 H5 N2 1+,Cr2 O7 2-,H4 N1 1+"
YAXBAB,1,Nc1ccccn1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn1 P2 H3 O8,"(H3 O8 P2 Zn1 1-)n,n(C5 H7 N2 1+),n(H2 O1)"
YEBKOG,3,CC(N)CN,[4],"['C', 'Nd', 'O']",['Nd'],"['C', 'O']",Nd4 H8 C16 O36,"(C16 H8 Nd4 O36 4-)n,2n(C3 H12 N2 2+),6n(H2 O1)"
YEBKUM,3,CC(N)CN,[4],"['C', 'O', 'Yb']",['Yb'],"['C', 'O']",Yb2 C8 O16,"(C8 O16 Yb2 2-)n,n(C3 H12 N2 2+),5n(H2 O1)"
YEBLAT,3,NCCCN,[4],"['C', 'La', 'O']",['La'],"['C', 'O']",La4 C20 O40,"(C20 La4 O40 8-)n,4n(C3 H12 N2 2+),10n(H2 O1)"
YECPII,0,CN,[],"['Mg', 'O', 'W']","['Mg', 'W']",['O'],Mg2 H26 W12 O52,"4(C1 H6 N1 1+),H26 Mg2 O52 W12 2-,2(Br1 1-),8(H2 O1)"
YECQUS,3,NCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn2 P2 O8,"(C2 H10 N2 2+)n,n(O8 P2 Zn2 2-)"
YEDDEQ,2,C1CNCCN1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn4 P4 O16,"(C4 H12 N2 2+)2n,n(O16 P4 Zn4 4-)"
YEDZOX,0,NCCCN,[],"['Cu', 'O', 'V']","['Cu', 'V']",['O'],V10 Cu1 H12 O34,"2(C3 H12 N2 2+),H12 Cu1 O6 2+,O28 V10 6-,7(H2 O1)"
YEFDUJ,0,NCc1ccccc1,[10],"['Cu', 'N', 'O']",['Cu'],"['N', 'O']",Cu1 N4 O12,"4(C7 H10 N1 1+),Cu1 N4 O12 2-,2(N1 O3 1-)"
YEGPIL,0,c1ccc2[nH]cnc2c1,[6],"['As', 'Mo', 'O']",['Mo'],"['As', 'O']",Mo12 As1 O40,"3(C7 H7 N2 1+),2(C7 H6 N2),3(H2 O1),As1 Mo12 O40 3-"
YEGPOR,0,c1ccc2[nH]cnc2c1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo12 P1 O40,"Mo12 O40 P1 3-,3(C7 H7 N2 1+),C7 H6 N2,2(H2 O1)"
YEGSEL,2,NCCCN1CCC1,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']",U2 H2 Se3 O17,"C6 H16 N2 2+,n(H2 O17 Se3 U2 2-),H2 O1"
YEGSOV,2,NCCCN1CCC1,[2],"['O', 'S', 'U']",['U'],"['O', 'S']",U2 H1 S4 O20,"C6 H16 N2 2+,H3 O1 1+,n(H1 O20 S4 U2 3-),H2 O1"
YEGSUB,2,C1CNC1,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']",U2 H2 Se3 O17,"2(C3 H8 N1 1+),n(H2 O17 Se3 U2 2-)"
YEGVAJ,1,CC(N)CN,[1],"['Cu', 'Mo', 'O', 'P']","['Cu', 'Mo']","['O', 'P']",Cu2 Mo12 P8 H14 O62,"(H14 Cu2 Mo12 O62 P8 8-)n,4n(C3 H12 N2 2+),3n(H2 O1)"
YEHBOF,0,Nc1nc(N)nc(N)n1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']",P1 W12 O40,"3(C3 H7 N6 1+),O40 P1 W12 3-,6(H2 O1)"
YEHBUL,0,Nc1nc(N)nc(N)n1,[5],"['O', 'Si', 'W']","['Si', 'W']",['O'],Si1 W12 O40,"4(C3 H7 N6 1+),O40 Si1 W12 4-,6(H2 O1)"
YEJFAU,3,NCCN,[1],"['Be', 'O', 'P']",['Be'],"['O', 'P']",Be1 P1 O4,"(C2 H10 N2 2+)n,2n(Be1 O4 P1 1-)"
YEKDEA,1,c1cc(CCCc2ccncc2)ccn1,[],"['Co', 'Cu', 'Mo', 'Na', 'O']","['Co', 'Cu', 'Mo', 'Na']",['O'],Na2 Co4 Cu1 Mo20 H12 O78,"(H12 Co4 Cu1 Mo20 Na2 O78 8-)n,4n(C13 H16 N2 2+),10n(H2 O1)"
YEKWET,0,c1nc[nH]n1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']",Mo12 P1 O40,"Mo12 O40 P1 3-,3(C2 H4 N3 1+),6(H2 O1)"
YEMTAO,0,c1c[nH]cn1,[12],"['B', 'O', 'W']",['W'],"['B', 'O']",B1 W12 O40,"4(C3 H5 N2 1+),B1 O40 W12 4-,7(H2 O1)"
YEMZUO,0,C1CNCCN1,[12],"['B', 'O', 'W']",['W'],"['B', 'O']",B1 W12 O40,"B1 O40 W12 5-,2.5(C4 H12 N2 2+),9(H2 O1)"
YENSOA,2,CN1CCN(C)CC1,[0],"['O', 'P', 'V']",['V'],"['O', 'P']",V3 P4 H6 O16,"(H6 O16 P4 V3 3-)n,n(C6 H16 N2 2+),n(H3 O1 1+)"
YEPBIH,0,N=C(N)N,[15],"['C', 'Gd', 'O']",['Gd'],"['C', 'O']",Gd1 H2 C4 O13,"C4 H2 Gd1 O13 5-,5(C1 H6 N3 1+),0.75(H2 O1)"
YEPFUU,0,C1CN2CCN1CC2,[6],"['As', 'O', 'V']",['V'],"['As', 'O']",V4 As6 H6 O30,"2(C6 H14 N2 2+),H6 As6 O30 V4 4-,4(H2 O1)"
YEWKAP,3,CCNC,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']",Fe2 H6 C6 O12,"(C6 H6 Fe2 O12 1-)n,C3 H10 N1 1+"
YEXWII,1,NCCCCCCN,[],"['Mo', 'O']",['Mo'],['O'],Mo3 O10,"(Mo3 O10 2-)n,n(C6 H18 N2 2+)"
YEYHIU,0,c1ccc2[nH]c(CCCCc3nc4ccccc4[nH]3)nc2c1,[],"['Mo', 'O']",['Mo'],['O'],Mo8 O26,"2(C18 H20 N4 2+),Mo8 O26 4-"
YEYYEJ,0,NCCCCN,[],"['O', 'V', 'Zn']","['V', 'Zn']",['O'],V10 Zn1 H12 O34,"O28 V10 6-,2(C4 H14 N2 2+),H12 O6 Zn1 2+,6(H2 O1)"
YEZKAS,3,C1CNCCNC1,"[2, 4]","['C', 'Mn', 'O', 'S']",['Mn'],"['C', 'O', 'S']",Mn2 H2 C4 S1 O13,"C5 H14 N2 2+,n(C4 H2 Mn2 O13 S1 2-)"
YEZRIF,3,NCCNCCN,[],"['Ge', 'In', 'O']","['Ge', 'In']",['O'],In2 Ge6 H2 O17,"(C4 H15 N3 2+)n,n(H2 Ge6 In2 O17 2-)"
YIDHID,0,CC(N)c1ccccc1,[4],"['C', 'Co', 'O']",['Co'],"['C', 'O']",Co2 H8 C6 O16,"2(C8 H12 N1 1+),C6 H8 Co2 O16 2-"
YIDVUE,2,NCCNCCNCCN,[2],"['Cl', 'Eu', 'O', 'S']",['Eu'],"['Cl', 'O', 'S']",Eu1 H2 S2 Cl1 O9,"(C6 H22 N4 4+)n,2n(H2 Cl1 Eu1 O9 S2 2-)"
YIHVOB,1,NCCCNCCNCCCN,[0],"['Al', 'O', 'P']",['Al'],"['O', 'P']",Al2 P4 H6 O14,"(C8 H24 N4 2+)n,n(H6 Al2 O14 P4 2-)"
YIJHAC,2,C1CNCCNC1,[1],"['Cd', 'Cl', 'O', 'P']",['Cd'],"['Cl', 'O', 'P']",Cd2 P6 Cl2 O18,"(Cd2 Cl2 O18 P6 4-)n,2n(C5 H14 N2 2+),4n(H2 O1)"
YIKLIP,2,Cc1ccc(N)cc1,[],"['Mo', 'O']",['Mo'],['O'],Mo5 O16,"(Mo5 O16 2-)n,2n(C7 H10 N1 1+)"
YIKQIS,1,c1cc(-c2ccncc2)ccn1,[1],"['Fe', 'Mo', 'O', 'P']","['Fe', 'Mo']","['O', 'P']",Fe4 Mo12 P8 H28 O70,"(H28 Fe4 Mo12 O70 P8 4-)n,2n(C10 H10 N2 2+),8n(H2 O1)"
YIMJEK,0,c1c[nH]cn1,[6],"['As', 'Mo', 'O']",['Mo'],"['As', 'O']",Mo18 As2 O62,"6(C3 H5 N2 1+),As2 Mo18 O62 6-,11(H2 O1)"
YIQKUE,3,C1CN2CCN1CC2,"[12, 1]","['B', 'O', 'P', 'Zn']",['Zn'],"['B', 'O', 'P']",Zn3 B6 P12 H12 O51,"(C6 H14 N2 2+)4n,n(H12 B6 O51 P12 Zn3 6-),n(H1 O4 P1 2-)"
YIVFER,3,C1CN2CCN1CC2,[1],"['Ni', 'O', 'P', 'V']","['Ni', 'V']","['O', 'P']",V2 Ni1 P4 H8 O20,"C6 H14 N2 2+,n(H8 Ni1 O20 P4 V2 2-),2(H2 O1)"
YIXZEL,3,NCCNCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']",Zn18 P16 O64,"(O64 P16 Zn18 12-)n,4n(C4 H16 N3 3+)"
YOKVUR,0,CN(C)C(=N)NC(=N)N,[],"['O', 'V']",['V'],['O'],V10 O28,"3(C4 H13 N5 2+),O28 V10 6-,8(H2 O1)"
YOKWAY,0,CN(C)C(=N)NC(=N)N,[],"['O', 'V']",['V'],['O'],V10 O28,"2(H4 N1 1+),2(C4 H13 N5 2+),O28 V10 6-,10(H2 O1)"
YOKWEC,0,CN(C)C(=N)NC(=N)N,[],"['O', 'V']",['V'],['O'],V10 O28,"2(H4 N1 1+),2(C4 H13 N5 2+),O28 V10 6-,4(H2 O1)"
YOKXEC,1,CC1CNCCN1,[],"['F', 'Ge', 'O']",['Ge'],"['F', 'O']",Ge22 H5 O49 F4,"(C5 H14 N2 2+)4n,n(C5 H13 N2 1+),n(H5 F4 Ge22 O49 9-),4n(H2 O1)"
YONYOQ,0,CNC,[],"['O', 'V']",['V'],['O'],V16 H2 O42,"8(C2 H8 N1 1+),H2 O42 V16 7-,Cl1 O4 1-"
YOQXEJ,2,CN(C)CCN(C)C,"[14, 12]","['B', 'Na', 'O']",['Na'],"['B', 'O']",Na1 B7 H5 O14,"(H5 B7 Na1 O14 1-)n,0.5n(C6 H18 N2 2+)"
YORPUS,1,Cc1ncc[nH]1,[],"['K', 'Mo', 'O', 'Sb']","['K', 'Mo', 'Sb']",['O'],K1 Sb2 Mo6 H5 O28,"(H5 K1 Mo6 O28 Sb2 4-)n,4(C4 H7 N2 1+),8(H2 O1)"
YORRII,3,c1ccncc1,[0],"['Be', 'O', 'P']",['Be'],"['O', 'P']",Be6 P8 H8 O24,"(H8 Be6 O24 P8 4-)n,4n(C5 H6 N1 1+),n(H2 O1)"
YOTHOG,1,NCCN1CCNCC1,[],"['O', 'Te', 'V']","['Te', 'V']",['O'],V2 Te2 O10,"C6 H17 N3 2+,(O10 Te2 V2 2-)n,H2 O1"
YOTHUM,1,NCCCCCN,[],"['O', 'Te', 'V']","['Te', 'V']",['O'],V2 Te2 O10,"C5 H16 N2 2+,(O10 Te2 V2 2-)n"
YOVMII,3,CN(C)c1ccncc1,[0],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']",Ga9 P14 H29 O51,"3(C7 H11 N2 1+),H3 O1 1+,n(H29 Ga9 O51 P14 4-)"
YOVMOO,1,CN(C)c1ccncc1,[0],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']",Ga6 P12 H18 O36 F6,"6(C7 H11 N2 1+),n(H18 F6 Ga6 O36 P12 6-)"
YOXXEP,2,NCCN,[],"['Fe', 'Mo', 'O']","['Fe', 'Mo']",['O'],Fe2 Mo4 O16,"(C2 H10 N2 2+)n,n(Fe2 Mo4 O16 2-)"
